# Board: kukui, jacuzzi
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_nostorage_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_nostorage_vert,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_vert,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp32.input_args.modf_st_denorm_flush_to_zero_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp32.input_args.modf_st_denorm_flush_to_zero_vert,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.mixed_relaxed_precision_operands.mixedrelaxedprecisionoperands,Fail
