# Board: cherry
dEQP-VK.api.device_init.create_instance_device_intentional_alloc_fail.basic,Timeout
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_r32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba16ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba32ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8i.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8i_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8ui.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagesample.sampled_image.optypeimage_mismatch_rgba8ui_nontemporal.depth_property.depth,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_nostorage_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_nostorage_vert,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp16.input_args.modf_st_denorm_flush_to_zero_vert,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp32.input_args.modf_st_denorm_flush_to_zero_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp32.input_args.modf_st_denorm_flush_to_zero_vert,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagefetch.sampled_image.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imageread.storage_image.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_descriptors.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.combined_image_sampler_separate_variables.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.r32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.r32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba16i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba16ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba32i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba32ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba8i.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.image_sampler.imagesample.sampled_image.optypeimage_mismatch.rgba8ui.depth_property.depth.shader_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.mixed_relaxed_precision_operands.mixedrelaxedprecisionoperands,Fail
dEQP-VK.subgroups.arithmetic.compute.subgroupexclusiveand_uvec3_requiredsubgroupsize,Fail
dEQP-VK.subgroups.arithmetic.compute.subgroupexclusivemul_i8vec3,Fail
dEQP-VK.subgroups.arithmetic.compute.subgroupinclusiveand_uvec2_requiredsubgroupsize,Fail
dEQP-VK.subgroups.arithmetic.compute.subgroupinclusivemax_u64vec2_requiredsubgroupsize,Fail
dEQP-VK.subgroups.arithmetic.compute.subgroupmin_uint,Fail
dEQP-VK.subgroups.arithmetic.compute.subgroupmul_i8vec4_requiredsubgroupsize,Fail
dEQP-VK.subgroups.ballot_broadcast.compute.subgroupbroadcastfirst_vec2_requiredsubgroupsize16,Fail
dEQP-VK.subgroups.ballot_broadcast.ext_shader_subgroup_ballot.compute.subgroupbroadcast_nonconst_uint,Fail
dEQP-VK.subgroups.builtin_mask_var.graphics.subgroupltmask,Fail
dEQP-VK.subgroups.clustered.graphics.subgroupclusteredxor_u16vec2,Fail
dEQP-VK.subgroups.quad.compute.subgroupquadbroadcast_nonconst_i8vec4,Fail
dEQP-VK.subgroups.quad.compute.subgroupquadbroadcast_nonconst_u64vec3,Fail
dEQP-VK.subgroups.quad.compute.subgroupquadswaphorizontal_i8vec2_requiredsubgroupsize,Fail
dEQP-VK.subgroups.quad.compute.subgroupquadswaphorizontal_uint_requiredsubgroupsize,Fail
dEQP-VK.subgroups.shuffle.compute.subgroupshuffle_f16vec3_requiredsubgroupsize,Fail
dEQP-VK.subgroups.shuffle.compute.subgroupshuffleup_f16vec4_constant,Fail
dEQP-VK.subgroups.shuffle.compute.subgroupshuffleup_i16vec3,Fail
dEQP-VK.subgroups.shuffle.compute.subgroupshuffleup_u8vec4_requiredsubgroupsize,Fail
dEQP-VK.subgroups.shuffle.compute.subgroupshufflexor_ivec4_dynamically_uniform_requiredsubgroupsize,Fail
dEQP-VK.subgroups.shuffle.graphics.subgroupshuffledown_bvec2_constant,Fail
dEQP-VK.subgroups.shuffle.graphics.subgroupshuffledown_int8_t,Fail
dEQP-VK.subgroups.shuffle.graphics.subgroupshuffleup_u64vec2_constant,Fail
dEQP-VK.subgroups.shuffle.graphics.subgroupshufflexor_f16vec4_dynamically_uniform,Fail
dEQP-VK.subgroups.shuffle.graphics.subgroupshufflexor_u64vec2_constant,Fail
dEQP-VK.subgroups.vote.graphics.subgroupallequal_uint64_t,Fail
dEQP-VK.texture.compressed_3D.bc7_unorm_block_3d_npot_sparse,Fail
dEQP-VK.texture.filtering.2d.combinations.nearest_mipmap_linear.nearest.clamp_to_border.clamp_to_edge,Fail
dEQP-VK.texture.filtering.3d.combinations.linear.linear.mirror_clamp_to_edge.clamp_to_edge.repeat,Fail
dEQP-VK.texture.filtering.3d.combinations.linear_mipmap_linear.linear.clamp_to_edge.clamp_to_edge.clamp_to_edge,Fail
dEQP-VK.texture.filtering.3d.combinations.linear_mipmap_linear.linear.mirror_clamp_to_edge.clamp_to_border.clamp_to_edge,Fail
dEQP-VK.texture.filtering.3d.combinations.linear_mipmap_nearest.linear.mirror_clamp_to_edge.clamp_to_border.clamp_to_border,Fail
dEQP-VK.texture.filtering.3d.combinations.linear_mipmap_nearest.linear.mirrored_repeat.repeat.mirrored_repeat,Fail
dEQP-VK.texture.filtering.3d.combinations.nearest_mipmap_linear.linear.mirrored_repeat.mirror_clamp_to_edge.repeat,Fail
dEQP-VK.texture.filtering.3d.combinations.nearest_mipmap_nearest.linear.mirror_clamp_to_edge.mirror_clamp_to_edge.clamp_to_edge,Fail
dEQP-VK.texture.filtering.3d.formats.r8g8b8a8_snorm.r8g8b8a8_snorm_nearest_mipmap_nearest,Fail
dEQP-VK.texture.filtering.cube.combinations.linear.nearest.clamp_to_edge.mirror_clamp_to_edge,Fail
dEQP-VK.texture.mipmap.2d.projected.linear_nearest_clamp,Fail
dEQP-VK.texture.mipmap.cubemap.basic.nearest_linear_linear_repeat,Fail
dEQP-VK.texture.shadow.1d.nearest_mipmap_nearest.sparse_less_or_equal_x8_d24_unorm_pack32,Fail
dEQP-VK.texture.shadow.2d_array.nearest_mipmap_linear.sparse_always_x8_d24_unorm_pack32,Fail
dEQP-VK.texture.shadow.2d_array.nearest_mipmap_nearest.sparse_never_x8_d24_unorm_pack32,Fail
dEQP-VK.texture.shadow.2d.linear_mipmap_linear.always_d32_sfloat_s8_uint,Fail
dEQP-VK.texture.shadow.2d.nearest_mipmap_linear.sparse_greater_or_equal_d32_sfloat,Fail
dEQP-VK.texture.shadow.cube_array.linear_mipmap_linear.equal_d16_unorm,Fail
dEQP-VK.texture.shadow.cube.linear_mipmap_nearest.sparse_less_or_equal_d24_unorm_s8_uint,Fail
dEQP-VK.texture.shadow.cube.nearest_mipmap_linear.not_equal_d24_unorm_s8_uint,Fail
dEQP-VK.texture.shadow.cube.nearest_mipmap_linear.sparse_never_d24_unorm_s8_uint,Fail
dEQP-VK.texture.shadow.cube.nearest_mipmap_nearest.equal_d32_sfloat,Fail
dEQP-VK.texture.swizzle.component_mapping.color.astc_10x5_srgb_block_2d_pot_sparse_gggg,Fail
dEQP-VK.texture.swizzle.component_mapping.color.astc_10x5_srgb_block_2d_pot_zzzz,Fail
dEQP-VK.texture.swizzle.component_mapping.color.astc_4x4_srgb_block_2d_npot_gggg,Fail
dEQP-VK.texture.swizzle.component_mapping.color.astc_4x4_srgb_block_2d_pot_rrrr,Fail
